입찰일시,실수요기관,공고명,Min,Max,물동량 평균,용역기간(개월),계약 기간 내,월 평균 환산,Min.1,Max.1,중앙값,평균,입찰결과_1순위,2순위,3순위,4순위,입찰금액_1순위,2순위.1,3순위.1,4순위.1,예가 대비,2순위 대비,Unnamed: 24,Unnamed: 25,개찰완료,단독응찰,직접진행,Revenue,Period,Rev/Month,Bubble size
2024-04-01 00:00:00,대구공공시설관리공단,2024년도 나드리콜 고객만족 (Happy-Call)조사 용역,2,2,2,8.0,"33,000,000","4,114,713","2,057,357","2,057,357","2,057,357","2,057,357",네오티시스,주식회사 대능,주식회사 대경리서치,케이피오 주식회사,28862690,28894760,28926000,28939000,87%,-0.10%,참여 업체수 18건,,,,,,,,
2024-04-01 00:00:00,전북대학교병원,전북대학교병원 콜센터 민간 위탁운영 사업,21,21,21,42.0,"972,000,000","23,142,857","1,102,041","1,102,041","1,102,041","1,102,041",,,,,,,,,0%,#DIV/0!,단독응찰,,,,,,,,
2024-04-01 00:00:00,중소기업은행,IBK고객센터 전화상담업무 위탁운영 협력기업 선정 추진(아웃바운드),50,60,55,24.0,"3,861,400,000","160,891,667","3,217,833","2,681,528","2,949,681","2,925,303",(주)윌앤비전,고려휴먼스(주),에프앤유신용정보 주식회사,효성아이티엑스 주식회사,"3,510,363,636",,,,91%,100.00%,참여 업체수 6건,,,,,,,,
2024-04-01 00:00:00,중소벤처기업진흥공단,2024년 수출바우처 민원안내센터 민간위탁운영 용역,7,7,7,12.0,"458,591,328","38,215,944","5,459,421","5,459,421","5,459,421","5,459,421",(주)케이티씨에스,(주)유원커리어센터,,,451689330,395400000,,,98%,12.50%,,,,,,,,,
2024-04-01 00:00:00,한국소방안전원,한국소방안전원 콜센터 위탁운영 용역,15,15,15,12.0,"632,571,000","52,714,250","3,514,283","3,514,283","3,514,283","3,514,283",주식회사 한국클라우드,이케이맨파워 주식회사,주식회사 가겐투안,주식회사 인사이드잡,555183611,555574000,556631000,"558,103,900",88%,-0.10%,참여 업체수 12건,,,,,,,,
2024-04-01 00:00:00,한국에너지공단,2024년 에너지절약계획서 통합 콜센터 위탁 운영,3,4,3.5,0.1,"150,000,000","1,500,000,000","500,000,000","375,000,000","437,500,000","428,571,429",,,,,,,,,0%,#DIV/0!,단독응찰,,,,,,,,
2024-04-01 00:00:00,한국에너지공단,2024년 제로에너지건축물 인증 콜센터 위탁 운영,1,2,1.5,7.6,"85,000,000","11,184,211","11,184,211","5,592,105","8,388,158","7,456,140",(주)아이앤씨에스,주식회사 콜포유,(주)제이에스비엠디,,83300000,84678000,84500000,,98%,-1.70%,공고기관 직접 집행,,,,,,,,
2024-05-01 00:00:00,경기도 화성시,『화성시 콜센터』 운영 민간위탁,28,28,28,24.0,"2,995,530,000","124,813,750","4,457,634","4,457,634","4,457,634","4,457,634",,,,,,,,,0%,#DIV/0!,,,,,,,,,
2024-05-01 00:00:00,사단법인 한국포도협회,포도의무자조금 회원정보 관리 및 상담센터 운영 대행업체 선정,3,3,3,6.0,"60,000,000","10,000,000","3,333,333","3,333,333","3,333,333","3,333,333",(주)큐앤에이네트웍스,주식회사 콜포유,주식회사 비에이치소프트,주식회사 코리아플러스파워,55280000,59914800,56000000,"58,685,418",92%,-8.40%,공고기관 직접 집행,,,,,,,,
2024-05-01 00:00:00,제주관광공사,제주관광정보센터 운영 관리 및 시스템 ASP,14,14,14,24.0,"1,585,520,000","66,063,333","4,718,810","4,718,810","4,718,810","4,718,810",,,,,,,,,0%,#DIV/0!,,,,,,,,,
2024-05-01 00:00:00,한국교육학술정보원,2024년~2025년 국립대학자원관리시스템(KORUS) 전화상담센터 운영,15,15,15,22.0,"1,374,657,000","62,484,409","4,165,627","4,165,627","4,165,627","4,165,627",(주)케이티씨에스,효성아이티엑스 주식회사,주식회사 한국클라우드,,1366055900,1338066400,"1,348,074,043",,99%,2.00%,,,,,,,,,
2024-05-01 00:00:00,한국산업기술기획평가원,KEIT R&D 상담콜센터 위탁운영 용역,5,5,5,36.0,"960,000,000","26,666,667","5,333,333","5,333,333","5,333,333","5,333,333",주식회사 한국클라우드,엘비유세스 주식회사,주식회사 제니엘,주식회사 트랜스코스모스코리아,"903,989,020",905533200,"805,000,000",871551460,94%,-0.20%,참여 업체수 9,,,,,,,,
2024-05-01 00:00:00,한국임업진흥원,2024년 합법목재 수입신고 민원통합센터 운영 및 고객분석,4,4,4,6.8,"100,000,000","14,705,882","3,676,471","3,676,471","3,676,471","3,676,471",주식회사 올마이티아이엔씨,(주)큐앤에이네트웍스,주식회사 코리아플러스파워,,91509000,92720000,96675814,,92%,-1.30%,,,,,,,,,
2024-05-01 00:00:00,한국지역정보개발원,지방세정보시스템(위택스) 상담콜센터,90,90,90,3.0,"565,273,573","188,424,524","2,093,606","2,093,606","2,093,606","2,093,606",(주)한국고용정보,주식회사 메타엠,(주)아데코코리아,,396942037,440913387,544994010,,70%,-11.10%,,,,,,,,,
2024-06-01 00:00:00,대한적십자사 혈액관리본부,대한적십자사 혈액관리본부 CRM 콜센터 위탁운영 용역,31,31,31,24.0,"2,650,000,000","110,416,667","3,561,828","3,561,828","3,561,828","3,561,828",(주)케이티씨에스,주식회사 휴넥트,주식회사 엠피씨플러스,엘비유세스 주식회사,2458261612,2499864973,2471700000,2552873400,93%,-1.70%,참여 업체수 7,,,,,,,,
2024-06-01 00:00:00,마스타자동차관리(주),초소형전기차 긴급출동서비스(ERS) 기반의 콜센터 운영 용역,3,3,3,5.7,"55,000,000","9,649,123","3,216,374","3,216,374","3,216,374","3,216,374",,,,,,,,,0%,#DIV/0!,공고기관 직접 집행,,,,,,,,
2024-06-01 00:00:00,중소기업은행 ,IBK기업은행 카드마케팅 TM업무 외부용역 수탁기업 선정(A기업),57,57,57,24.0,"4,495,693,968","187,320,582","3,286,326","3,286,326","3,286,326","3,286,326",,,,,,,,,0%,#DIV/0!,공고기관 직접 집행,,,,,,,,
2024-06-01 00:00:00,중소기업은행 ,IBK기업은행 카드마케팅 TM업무 외부용역 수탁기업 선정(B기업),44,44,44,24.0,"3,470,360,256","144,598,344","3,286,326","3,286,326","3,286,326","3,286,326",,,,,,,,,0%,#DIV/0!,공고기관 직접 집행,,,,,,,,
2024-06-01 00:00:00,축산물 품질평가원,2024년 스마트축산 콜센터 2차 위탁운영 용역,2,2,2,5.6,"68,950,000","12,312,500","6,156,250","6,156,250","6,156,250","6,156,250",주식회사 블루데이타시스템즈,(주)큐앤에이네트웍스,주식회사 콜포유,주식회사컴플리트,"62,681,818",,,,91%,100.00%,,,,,,,,,
2024-06-01 00:00:00,충청남도 논산시,논산시 민원콜센터 민간위탁 운영 수탁기관 모집 공고,5,5,5,28.0,"753,989,000","26,928,179","5,385,636","5,385,636","5,385,636","5,385,636",,,,,,,,,0%,#DIV/0!,단독응찰,,,,,,,,
2024-06-01 00:00:00,통계청,2024가구주택기초조사 본조사 및 2025 인구주택총조사:농림어업조사 시범예행조사 080 콜센터 위탁사업,60,60,60,5.8,"320,640,000","55,282,759","921,379","921,379","921,379","921,379",,,,,,,,,0%,#DIV/0!,단일응찰,,,,,,,,
2024-06-01 00:00:00,한국보건복지인재원,2024년 한국보건복지인재원 콜센터 위탁,12,12,12,4.8,"259,000,000","53,958,333","4,496,528","4,496,528","4,496,528","4,496,528",주식회사 케이티아이에스,주식회사 트랜스코스모스코리아,주식회사 한국클라우드,엘비유세스 주식회사,242328770,244999700,246145820,"248,101,150",94%,-1.10%,참여 업체수 9건,,,,,,,,
2024-06-01 00:00:00,한국서부발전주식회사,KOWEPO 신재생 고객지원센터 민간위탁,5,5,5,24.0,"418,627,436","17,442,810","3,488,562","3,488,562","3,488,562","3,488,562",,,,,,,,,0%,#DIV/0!,개찰내역없음,,,,,,,,
2024-07-01 00:00:00,경기교통공사,경기도 어린이청소년교통비 지원사업 콜센터 운영 용역,7,7,7,5.0,"131,651,000","26,330,200","3,761,457","3,761,457","3,761,457","3,761,457",정연티에스,위더스HR컨설팅,주식회사 고주몽,대성환경개발,114915690,114943570,114987010,114991444,87%,0.00%,참여 업체수 211건,,,,,,,,
2024-07-01 00:00:00,국가평생교육진흥원,2024년 온국민평생배움터 통합 상담콜센터 위탁 운영,2,2,2,6.0,"50,000,000","8,333,333","4,166,667","4,166,667","4,166,667","4,166,667",주식회사 코리아플러스파워,주식회사 콜포유,주식회사 텔레앤테크,주식회사컴플리트,"48,501,838",49964472,48447040,"46,871,000",97%,-3.00%,,,,,,,,,
2024-07-01 00:00:00,마스타자동차관리(주),PM 컨택센터 운영 및 서비스 분석 용역 ,3,3,3,5.1,"55,000,000","10,784,314","3,594,771","3,594,771","3,594,771","3,594,771",,,,,,,,,0%,#DIV/0!,공고기관 직접 집행,,,,,,,,
2024-07-01 00:00:00,사단법인 보험개발원,실손보험 청구 전산화 시스템 콜센터 운영 용역,61,61,61,12.0,"2,960,000,000","246,666,667","4,043,716","4,043,716","4,043,716","4,043,716",,,,,,,,,0%,#DIV/0!,공고기관 직접 집행,,,,,,,,
2024-07-01 00:00:00,서민금융진흥원,1397 서민금융콜센터 추가 위탁 운영,48,48,48,5.0,"936,776,550","187,355,310","3,903,236","3,903,236","3,903,236","3,903,236",엠지신용정보 주식회사,나이스신용정보 주식회사,고려신용정보주식회사,,"851,615,045",,,,91%,100.00%,,,,,,,,,
2024-07-01 00:00:00,소상공인시장진흥공단,소상공인 전기요금 특별지원 콜센터 위탁운영 용역,59,59,59,4.8,"1,060,000,000","220,833,333","3,742,938","3,742,938","3,742,938","3,742,938",(주)케이티씨에스,주식회사 콜포유,,,1050000000,"1,059,926,290",,,99%,-0.90%,,,,,,,,,
2024-07-01 00:00:00,전국재해구호협회,희망브리지 후원상담센터 대행 업체 선정,2,2,2,12.0,"89,500,000","7,458,333","3,729,167","3,729,167","3,729,167","3,729,167",,,,,,,,,0%,#DIV/0!,공고기관 직접 집행,,,,,,,,
2024-08-01 00:00:00,(주)한국거래소,KRX 고객상담센터 위탁운영 용역,6,6,6,24.0,"747,912,000","31,163,000","5,193,833","5,193,833","5,193,833","5,193,833",주식회사 케이에스한국고용정보,주식회사 메타엠,주식회사 트랜스코스모스코리아,고려신용정보주식회사,744600000,632277624,"732,949,604",731148000,100%,15.10%,참여 업체수 6건,,,,,,,,
2024-08-01 00:00:00,근로복지공단본부,24년 퇴직연금 전담콜센터 상담 용역(하반기),7,7,7,3.0,"40,000,000","13,333,333","1,904,762","1,904,762","1,904,762","1,904,762",주식회사 콜포유,주식회사컴플리트,주식회사 텔레앤테크,,39992693,38962000,39936621,,100%,2.60%,,,,,,,,,
2024-08-01 00:00:00,주택도시보증공사,24년 콜센터 민간위탁,108,108,108,24.0,"11,013,700,314","458,904,180","4,249,113","4,249,113","4,249,113","4,249,113",(주)케이티씨에스,효성아이티엑스 주식회사,주식회사 트랜스코스모스코리아,,10622523758,"10,226,040,000",10547486400,,96%,3.70%,,,,,,,,,
2024-08-01 00:00:00,중소기업은행,[IT상담센터 전화상담업무] 위탁 운영,40,40,40,24.0,"3,693,752,000","153,906,333","3,847,658","3,847,658","3,847,658","3,847,658",,,,,,,,,0%,#DIV/0!,공고기관 직접 집행,,,,,,,,
2024-08-01 00:00:00,한국환경공단,2024년 폐기물처리 현장정보 고객지원 콜센터 위탁운영,8,8,8,3.3,"118,229,000","35,826,970","4,478,371","4,478,371","4,478,371","4,478,371",주식회사 비디에스종합관리,황태양 주식회사,주식회사 한국인적자원관리원,(주)잡스랩,100186480,100192500,100192773,100194000,85%,0.00%,참여 업체수 302건,,,,,,,,
2024-09-01 00:00:00,과학기술정보통신부 우정사업본부 우정사업조달센터,우체국보험 계약적부조사(전화적부) 업무위탁 용역,12,12,12,12.0,"517,000,000","43,083,333","3,590,278","3,590,278","3,590,278","3,590,278",주식회사 케이티아이에스,주식회사 엠피씨플러스,,,2056952976,1989587520,,,398%,3.30%,단독응찰,,,,,,,,
2024-09-01 00:00:00,국세청 국세상담센터,2025년 세법상담 위탁운영,265,265,265,7.5,"899,145,000","119,886,000","452,400","452,400","452,400","452,400",주식회사 제니엘,주식회사 엠피씨플러스,,,898707000,"884,111,100",,,100%,1.60%,,,,,,,,,
2024-09-01 00:00:00,서울신용보증재단,서울신용보증재단 고객센터 업무 용역,19,19,19,24.0,"2,166,928,000","90,288,667","4,752,035","4,752,035","4,752,035","4,752,035",주식회사 케이티아이에스,주식회사 엠피씨플러스,,,2056952976,1989587520,,,95%,3.30%,,,,,,,,,
2024-09-01 00:00:00,수협중앙회,수협공제 고객지원센터 위탁운영 계약,23,23,23,36.0,"3,300,000,000","91,666,667","3,985,507","3,985,507","3,985,507","3,985,507",,,,,,,,,0%,#DIV/0!,공고기관 직접 집행,,,,,,,,
2024-09-01 00:00:00,인천광역시교육청,2025년 지능형 나이스 상담센터 위탁 운영 용역,6,6,6,12.0,"289,152,000","24,096,000","4,016,000","4,016,000","4,016,000","4,016,000",주식회사 케이티아이에스,주식회사 텔레앤테크,주식회사 엠피씨플러스,,285325260,286495880,280117200,,99%,-0.40%,,,,,,,,,
2024-09-01 00:00:00,전북특별자치도 전주시,전주시 민원콜센터(천년전주 콜센터) 민간위탁 사업자 모집공고,12,12,12,36.0,"2,105,180,630","58,477,240","4,873,103","4,873,103","4,873,103","4,873,103",,,,,,,,,0%,#DIV/0!,개찰내역없음,,,,,,,,
2024-09-01 00:00:00,충청남도 천안시 ,천안시 콜센터 민간위탁사업자 모집 공고,15,15,15,24.0,"1,967,424,000","81,976,000","5,465,067","5,465,067","5,465,067","5,465,067",,,,,,,,,0%,#DIV/0!,투찰업체 1개사,,,,,,,,
2024-09-01 00:00:00,한국교육학술정보원,0079에듀콜센터 위탁운영,686,637,661.5,24.0,"6,670,000,000","277,916,667","405,126","436,290","420,708","420,131",효성아이티엑스 주식회사,(주)케이티씨에스,주식회사 케이티아이에스,주식회사 케이티아이에스,6403255268,6664545725,6315113889,6219906000,96%,-4.10%,,,,,,,,,
2024-09-01 00:00:00,한국언론진흥재단,2024년 4분기 정부광고 콜센터 운영 위탁,6,6,6,3.4,"60,000,000","17,647,059","2,941,176","2,941,176","2,941,176","2,941,176",주식회사 핑거프라임,주식회사 콜포유,주식회사컴플리트,,56034000,59836491,59869705,,93%,-6.80%,,,,,,,,,
2024-10-01 00:00:00,경기도 광주시,광주시 민원상담콜센터 운영 민간위탁,13,13,13,36.0,"2,073,036,000","57,584,333","4,429,564","4,429,564","4,429,564","4,429,564",,,,,,,,,0%,#DIV/0!,공고기관 직접 진행,,,,,,,,
2024-10-01 00:00:00,관세청,2025년도 관세청 고객지원센터 전화상담 업무 민간위탁 용역,24,24,24,12.0,"940,000,000","78,333,333","3,263,889","3,263,889","3,263,889","3,263,889",주식회사 휴넥트,(주)케이티씨에스,,,888090852,939289109,,,94%,-5.80%,,,,,,,,,
2024-10-01 00:00:00,교육부 국립특수교육원 총무과,2025년 장애인 평생교육이용권 상담콜센터 위탁 운영,3.5,3.5,3.5,12.0,"172,000,000","14,333,333","4,095,238","4,095,238","4,095,238","4,095,238",주식회사 한국클라우드,(주)큐앤에이네트웍스,주식회사 콜포유,,171620255,160120000,,,100%,6.70%,,,,,,,,,
2024-10-01 00:00:00,국가평생교육진흥원,2025년 한국형 온라인 공개강좌(K-MOOC) 상담콜센터 위탁 운영,3,3,3,24.0,"260,000,000","10,833,333","3,611,111","3,611,111","3,611,111","3,611,111",주식회사 엠피씨플러스,(주)윌앤비전,	주식회사 텔레앤테크,주식회사 콜포유,255576000,259987200,258156630,259889448,98%,-1.70%,,,,,,,,,
2024-10-01 00:00:00,국민권익위원회,2025년 국민소통시스템 운영 및 HelpDesk 위탁운영,8,8,8,12.0,"2,583,000,000","215,250,000","26,906,250","26,906,250","26,906,250","26,906,250",,,,,,,,,0%,#DIV/0!,단일응찰,,,,,,,,
2024-10-01 00:00:00,국세청,2025년 근로장려금 상담센터 위탁운영 용역,8,291,149.5,12.0,"1,998,000,000","166,500,000","20,812,500","572,165","10,692,332","1,113,712",쉬프트정보통신 주식회사,주식회사 하이엔에스,주식회사 엠피씨플러스,,1988010000,1898000000,1970581270,,100%,4.50%,,,,,,,,,
2024-10-01 00:00:00,국세청 국세상담센터,2025년~2026년 홈택스 상담 위탁운영,167,200,183.5,24.0,"15,182,728,000","632,613,667","3,788,106","3,163,068","3,475,587","3,447,486",(주)케이티씨에스,주식회사 엠피씨플러스,,,15181554403,14652172500,,,100%,3.50%,,,,,,,,,
2024-10-01 00:00:00,국토안전관리원,2025년 국토안전 통합 콜센터 위탁 용역,19,19,19,12.0,"958,000,000","79,833,333","4,201,754","4,201,754","4,201,754","4,201,754",주식회사 한국클라우드,(주)케이티씨에스,,,915989282,957774796,,,96%,-4.60%,,,,,,,,,
2024-10-01 00:00:00,대법원,2025년 가족콜센터 및 사용자지원센터 운영사업,30,30,30,12.0,"1,300,000,000","108,333,333","3,611,111","3,611,111","3,611,111","3,611,111",,,,,,,,,0%,#DIV/0!,단일응찰,,,,,,,,
2024-10-01 00:00:00,대법원,2025년 사용자지원센터 및 등기콜센터 운영 사업,90,90,90,12.0,"4,068,000,000","339,000,000","3,766,667","3,766,667","3,766,667","3,766,667",엘비유세스 주식회사,주식회사 케이티아이에스,효성아이티엑스 주식회사,주식회사 엠피씨플러스,3930509880,4066503270,3998837040,3945361200,97%,-3.50%,,,,,,,,,
2024-10-01 00:00:00,대한적십자사,대한적십자사 본사 CRM센터 위탁 운영 용역,29,29,29,24.0,"2,640,000,000","110,000,000","3,793,103","3,793,103","3,793,103","3,793,103",주식회사 케이티아이에스,,,,2579390880,,,,98%,100.00%,,,,,,,,,
2024-10-01 00:00:00,사단법인 한국정보통신진흥협회,2025년 이동통신 판매점 신분증 스캐너 헬프데스크 운영,8,8,8,12.0,"400,000,000","33,333,333","4,166,667","4,166,667","4,166,667","4,166,667",보임테크놀러지(주),주식회사 텔레앤테크,,,399960000,396665500,,,100%,0.80%,,,,,,,,,
2024-10-01 00:00:00,서울교통공사,서울교통공사 고객센터 위탁용역 ,28,28,28,24.0,"3,493,705,826","145,571,076","5,198,967","5,198,967","5,198,967","5,198,967",(주)유베이스,주식회사 트랜스코스모스코리아,(주)케이티씨에스,주식회사 유안에이치알,3168727320,3199560000,3493372000,3208332366,91%,-1.00%,,,,,,,,,
2024-10-01 00:00:00,세종특별자치시,세종특별자치시 민원콜센터 민간위탁 운영 용역,12.0,12.0,12.0,24.0,"1,577,284,000","65,720,167","5,476,681","5,476,681","5,476,681","5,476,681",(주)케이티씨에스,,,,1568562000,,,,99%,100.0%,,,,,,,,,
2024-10-01 00:00:00,세종특별자치시교육청교육원,2025년 세종특별자치시교육청 나이스(NEIS)상담센터 운영 용역,4.0,4.0,4.0,12.0,"148,248,000","12,354,000","3,088,500","3,088,500","3,088,500","3,088,500",,,,,,,,,0%,#DIV/0!,단일 응찰,,,,,,,,
2024-10-01 00:00:00,식품의약품안전처,2025~ 2026년 정보화도움터(콜센터) 위탁운영,8,8,8,24.0,"848,000,000","35,333,333","4,416,667","4,416,667","4,416,667","4,416,667",,,,,,,,,0%,#DIV/0!,공고기관 직접 집행,,,,,,,,
2024-10-01 00:00:00,신용회복위원회,신용회복위원회 콜센터 운영위탁 용역,182,182,182,24.0,"9,095,000,000","378,958,333","2,082,189","2,082,189","2,082,189","2,082,189",(주)케이티씨에스,효성아이티엑스 주식회사,,,"8,268,181,818",,,,91%,100.00%,단일응찰,,,,,,,,
2024-10-01 00:00:00,주식회사 브이투브이,인천광역시 소상공인 공동물류센터 민간위탁 운영사업 고객센터 업무용역,4,4,4,14.0,"174,401,864","12,457,276","3,114,319","3,114,319","3,114,319","3,114,319",,,,,,,,,0%,#DIV/0!,개찰내역없음,,,,,,,,
2024-10-01 00:00:00,중소기업은행,IBK고객센터 전화상담업무(멀티상담1) 위탁운영 협력기업 선정 추진,90,100,95,24.0,"7,524,400,000","313,516,667","3,483,519","3,135,167","3,309,343","3,300,175",고려휴먼스(주),주식회사 메타엠,,,"6,840,363,636",,,,91%,100.00%,,,,,,,,,
2024-10-01 00:00:00,중소기업은행,IBK고객센터 전화상담업무(멀티상담2) 위탁운영 협력기업 선정 추진,80,90,85,24.0,"6,671,800,000","277,991,667","3,474,896","3,088,796","3,281,846","3,270,490",주식회사 제이앤비컨설팅,고려휴먼스(주),(주)에이치엔씨네트워크,,"6,065,272,727",,,,91%,100.00%,,,,,,,,,
2024-10-01 00:00:00,중소기업은행,IBK고객센터 전화상담업무(멀티상담3) 위탁운영 협력기업 선정 추진,80,90,85,24.0,"6,671,800,000","277,991,667","3,474,896","3,088,796","3,281,846","3,270,490",주식회사 메타엠,주식회사 트랜스코스모스코리아,주식회사 제이앤비컨설팅,에프앤유신용정보 주식회사,"6,065,272,727",,,,91%,100.00%,,,,,,,,,
2024-10-01 00:00:00,한국교육학술정보원,2025~2026년 교육행재정 통합 상담센터 위탁운영,"2,088.00","2,088.00","2,088.00",24.0,"20,499,984,000","854,166,000","409,083","409,083","409,083","409,083",효성아이티엑스 주식회사,(주)케이티씨에스,주식회사 메타엠,(주)유베이스,19852510455,20499984000,19679984640,18649131600,97%,-3.30%,,,,,,,,,
2024-10-01 00:00:00,한국사회보장정보원,2025~2026년 한국사회보장정보원 고객상담센터 일부 위탁 운영,83,83,83,24.0,"6,900,744,000","287,531,000","3,464,229","3,464,229","3,464,229","3,464,229",주식회사 한국클라우드,효성아이티엑스 주식회사,,,6866188824,6881490000,,,99%,-0.20%,,,,,,,,,
2024-10-01 00:00:00,한국에너지공단,2025년 신재생에너지콜센터 운영 위탁,13,13,13,12.0,"683,000,000","56,916,667","4,378,205","4,378,205","4,378,205","4,378,205","주식회사 블루콘텐츠 &#40;Blue Contents Co., Ltd.&#41;",(주)아이앤씨에스,주식회사 트랜스코스모스코리아,,615000000,655680000,645348000,,90%,-6.60%,,,,,,,,,
2024-10-01 00:00:00,한국원자력의학원,진료전화안내 운영 용역,9,9,9,12.0,"507,126,160","42,260,513","4,695,613","4,695,613","4,695,613","4,695,613",&#40;유&#41;금강종합산업,태경환경,영진기업,(주)동남이엔지,449898190,449909790,449923180,449925410,89%,0.00%,"참여 업체 수 1,566건",,,,,,,,
2024-10-01 00:00:00,한국환경공단,2024년 저공해차 의무구매 및 임차제 콜센터 운영,3,3,3,6.0,"60,000,000","10,000,000","3,333,333","3,333,333","3,333,333","3,333,333",창조기획주식회사,다알시스 주식회사,주식회사 워드캣,주식회사 콜포유,49534450,49545405,49553701,49554000,83%,0.00%,참여 업체수 64건,,,,,,,,
2024-11-01 00:00:00,(사)한국통신사업자연합회,KTOA 콜센터 상담원 인력파견 용역 입찰공고,0,0,0,24.0,1,0,0,0,0,0,,,,,,,,,0%,#DIV/0!,개찰내역없음,,,,,,,,
2024-11-01 00:00:00,(주)중소기업유통센터,2025년 공공구매 고객콜센터 위탁운영 용역,2,2,2,12.0,"105,576,970","8,798,081","4,399,040","4,399,040","4,399,040","4,399,040",주식회사 콜포유,주식회사 텔레앤테크,,,104834400,104245350,,,99%,0.60%,,,,,,,,,
2024-11-01 00:00:00,경기도 김포시,김포시 민원콜센터 상담용역,15,15,15,24.0,"1,586,083,000","66,086,792","4,405,786","4,405,786","4,405,786","4,405,786",,,,,,,,,0%,#DIV/0!,단일응찰에 의한 유찰,,,,,,,,
2024-11-01 00:00:00,고위공직자범죄수사처,2025 통합민원 콜센터 위탁운영 용역,3,3,3,12.0,"160,000,000","13,333,333","4,444,444","4,444,444","4,444,444","4,444,444",주식회사 코리아플러스파워,주식회사 텔레앤테크,주식회사 콜포유,,149035512,153190379,152741276,,93%,-2.80%,,,,,,,,,
2024-11-01 00:00:00,농림수산식품교육문화정보원,2025년 직불제 상담지원센터 위탁 운영,6,18,12,12.0,"329,365,000","27,447,083","4,574,514","1,524,838","3,049,676","2,287,257",(주)큐앤에이네트웍스,주식회사 블루데이타시스템즈,주식회사 콜포유,,325116000,"319,000,000",320469600,,99%,1.90%,,,,,,,,,
2024-11-01 00:00:00,사회복지법인어린이재단,초록우산 방송모금 전화응대 콜센터 운영 용역,12,12,12,12.0,"300,000,000","25,000,000","2,083,333","2,083,333","2,083,333","2,083,333",,,,,,,,,0%,#DIV/0!,단독응찰,,,,,,,,
2024-11-01 00:00:00,산림청 국립자연휴양림관리소,25년~26년 숲나들e 고객지원센터 위탁운영,12,12,12,24.0,"1,080,000,000","45,000,000","3,750,000","3,750,000","3,750,000","3,750,000",,,,,,,,,0%,#DIV/0!,단일응찰,,,,,,,,
2024-11-01 00:00:00,새마을금고중앙회,새마을금고 IT지원센터 2024년 운영업무 도급위탁,44,44,44,24.0,"6,600,000,000","275,000,000","6,250,000","6,250,000","6,250,000","6,250,000",,,,,,,,,0%,#DIV/0!,공고기관 직접 진행,,,,,,,,
2024-11-01 00:00:00,서울특별시,2025년 서울형 헬스케어 상담센터 운영 용역,20,20,20,12.0,"1,170,544,000","97,545,333","4,877,267","4,877,267","4,877,267","4,877,267",주식회사 케이티아이에스,주식회사 콜포유,,,1151904864,1169436426,,,98%,-1.50%,,,,,,,,,
2024-11-01 00:00:00,서울특별시 강남구,2025년 강남구청 인터넷 수능방송 콜센터 운영 용역,6,6,6,12.0,"297,132,000","24,761,000","4,126,833","4,126,833","4,126,833","4,126,833",주식회사 케이티아이에스,주식회사 텔레앤테크,,,296392000,289098480,,,100%,2.50%,,,,,,,,,
2024-11-01 00:00:00,아동권리보장원,2025년 자립준비청년 상담센터 및 후원자관리센터 위탁 운영,4,4,4,12.0,"150,000,000","12,500,000","3,125,000","3,125,000","3,125,000","3,125,000",주식회사 콜포유,주식회사 텔레앤테크,,,149351400,147335100,,,100%,1.40%,,,,,,,,,
2024-11-01 00:00:00,재단법인 부산경제진흥원,2025년 부산청년 자산형성지원 사업 콜센터 운영,3,8,5.5,12.0,"180,000,000","15,000,000","5,000,000","1,875,000","3,437,500","2,727,273",,,,,,,,,0%,#DIV/0!,무응찰,,,,,,,,
2024-11-01 00:00:00,재단법인 부산경제진흥원,2025년 부산 다자녀 교육지원포인트 사업 콜센터 운영,3,11,7,12.0,"213,000,000","17,750,000","5,916,667","1,613,636","3,765,152","2,535,714",,,,,,,,,0%,#DIV/0!,무응찰,,,,,,,,
2024-11-01 00:00:00,재단법인 부산경제진흥원,2025년 부산청년 자산형성지원 사업 콜센터 운영,3,8,5.5,12.0,"180,000,000","15,000,000","5,000,000","1,875,000","3,437,500","2,727,273",,,,,,,,,0%,#DIV/0!,무응찰,,,,,,,,
2024-11-01 00:00:00,재단법인 서울시복지재단,2025년 서울형 자산형성지원사업 콜센터 운영 용역,6,17,11.5,12.0,"450,580,000","37,548,333","6,258,056","2,208,725","4,233,391","3,265,072",주식회사 엠피씨플러스,주식회사 케이티아이에스,주식회사 콜포유,(주)유원커리어센터,449190000,446791432,406278400,449374000,100%,0.50%,,,,,,,,,
2024-11-01 00:00:00,재단법인 서울시복지재단,2025년 안심돌봄 120 콜센터 운영,5,5,5,12.0,"330,000,000","27,500,000","5,500,000","5,500,000","5,500,000","5,500,000",인트로맨(주),주식회사 한국클라우드,,,325308000,324607000,,,99%,0.20%,,,,,,,,,
2024-11-01 00:00:00,재단법인 한국자활복지개발원,자산형성지원 콜센터 위탁 운영,4,14,9,24.0,"620,000,000","25,833,333","6,458,333","1,845,238","4,151,786","2,870,370",주식회사 콜포유,(주)큐앤에이네트웍스,(주)케이티씨에스,(주)리서치랩,568062000,602840000,612380890,593614900,92%,-6.10%,참여 업체수 5건,,,,,,,,
